,title,abstract,link,volume,abstract_lemma
357,From locality to location and back again: A spatial journey in the study of religion,"In this article, in the context of a retrospective examination of my own research journey from locality to location and back again, I argue for the importance and value of studying religion in local perspective, and reconceptualize ‘locality’ from the perspective of a spatial methodology, in recognition of the critiques made of earlier usage and the demands placed on the term in the context of globalization. Using the example of an urban high street, I put a spatially-informed approach to the study of religion in locality to work. I suggest that such an approach counterbalances and challenges the once dominant perspective in Religious Studies that focused on World Religions and saw the places in which they occurred as little more than mere context. A locality-based approach seeks to reconnect religion with other social and cultural fields and to recognise the impact of local particularity on the religious life of an area.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2009.01.003,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-39,in this article in the context of a retrospective examination of my own research journey from locality to location and back again I argue for the importance and value of study religion in local perspective and reconceptualize locality from the perspective of a spatial methodology in recognition of the critique make of early usage and the demand place on the term in the context of globalization use the example of an urban high street I put a spatially inform approach to the study of religion in locality to work I suggest that such an approach counterbalance and challenge the once dominant perspective in religious Studies that focus on World Religions and see the place in which they occur as little more than mere context a locality base approach seek to reconnect religion with other social and cultural field and to recognise the impact of local particularity on the religious life of an area 
358,Learning from experience: The value of analysing Avalon,"In this article some of the experiences and insights gained from roughly fifteen years of conducting a long term study of Glastonbury are examined. Glastonbury, a small town in the south west of England, has become a multivalent pilgrimage site for a variety of spiritual seekers, and an icon of integrative spirituality (my preferred term for ‘alternative’ or ‘New Age’ spirituality). The concept of vernacular religion is explained, and its appropriateness in relation to both place-centred study and research into integrative spirituality is demonstrated. The rationale and some of the methodological complexities underlying this type of study are explored, and some of the trends and phenomena that the long term observation of one location has revealed are considered. The contextual detail and depth of knowledge gained from such long term study feed into an appreciation of both the internal dynamics of Christianity in Glastonbury, for example, and the growing institutionalisation of the Glastonbury Goddess movement and the spread of its influence through a variety of conduits. The role of the internet in framing expectations and presentations of Glastonbury is examined, and research relating to its unique spiritual service industry is briefly summarised. While Glastonbury is by no means ‘typical’, it is indicative of a number of trends in relation to ‘integrative’ spirituality and therefore lessons learned from there can have wider implications for the study of phenomena increasingly common in the contemporary milieu.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2009.01.016,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-39,in this article some of the experience and insight gain from roughly fifteen year of conduct a long term study of Glastonbury be examine Glastonbury a small town in the south west of England have become a multivalent pilgrimage site for a variety of spiritual seeker and an icon of integrative spirituality my preferred term for alternative or New age spirituality the concept of vernacular religion be explain and its appropriateness in relation to both place centre study and research into integrative spirituality be demonstrate the rationale and some of the methodological complexity underlie this type of study be explore and some of the trend and phenomenon that the long term observation of one location have reveal be consider the contextual detail and depth of knowledge gain from such long term study feed into an appreciation of both the internal dynamic of Christianity in Glastonbury for example and the grow institutionalisation of the Glastonbury Goddess movement and the spread of its influence through a variety of conduit the role of the internet in frame expectation and presentation of Glastonbury be examine and research relate to its unique spiritual service industry be briefly summarise while Glastonbury be by no means typical it be indicative of a number of trend in relation to integrative spirituality and therefore lesson learn from there can have wide implication for the study of phenomenon increasingly common in the contemporary milieu 
359,"Religious diversity beyond the cosmopolis: Immigration and the religious field in the City of Turku, Finland","International migration has fundamentally changed local population demographics in many corners of the world. This article discusses the religious implications of an increase in the population of immigrant origin in the city of Turku, Finland, which serves as an example of a regional immigration centre. Migration started at the turn of the 1990s and by 2006, about 9% of the city's population were first and second generation migrants with backgrounds mainly in Europe and Asia. The main countries of origin are Russia, Iraq, former Yugoslavia and Estonia. The migrants have brought increasing religious diversity to the local religious fields, including internal diversification of membership in many Christian churches (Lutheran, Protestant free church, Orthodox and Catholic), and have founded new Muslim, Buddhist and Mandaean congregations. This article argues that the founding of religious organisations is a main form of structural adaptation to the local social context. In addition, there is a discussion of religious activities and transnational connections in relation to immigration, as well as, the local, national and transnational implications of increasing globality.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2009.01.005,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-39,international migration have fundamentally change local population demographic in many corner of the world this article discuss the religious implication of an increase in the population of immigrant origin in the city of Turku Finland which serve as an example of a regional immigration centre migration start at the turn of the 1990 and by 2006 about 9 of the city s population be first and second generation migrant with background mainly in Europe and Asia the main country of origin be Russia Iraq former Yugoslavia and Estonia the migrant have bring increase religious diversity to the local religious field include internal diversification of membership in many christian church Lutheran protestant free church Orthodox and Catholic and have found new Muslim buddhist and Mandaean congregation this article argue that the founding of religious organisation be a main form of structural adaptation to the local social context in addition there be a discussion of religious activity and transnational connection in relation to immigration as well as the local national and transnational implication of increase globality 
360,"Religious plurality within a catholic tradition: A study of the Portuguese capital, Lisbon, and a brief comparison with Mainland Portugal","In the last few years, since Portugal has become home to a great number of immigrants, the religious situation has changed significantly in the urban centers of the country. This article sets out the initial findings of a project that is studying this new religious diversity in the Portuguese capital, Lisbon. In this sense, the principal aim is to show the first broad outlines of the new religious plurality in Lisbon.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2009.01.018,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-39,in the last few year since Portugal have become home to a great number of immigrant the religious situation have change significantly in the urban center of the country this article set out the initial finding of a project that be study this new religious diversity in the portuguese capital Lisbon in this sense the principal aim be to show the first broad outline of the new religious plurality in Lisbon 
361,"Candanbālā's hair: Fasting, beauty, and the materialization of Jain wives","Jain discourse on the body provides us with an opportunity to examine complex choreographies of ritual acts, which materialize the Jain body. The incipient moment of moving into womanhood is a key place for the materialization of wifely bodies. In order to understand this materialization, we must consider the ways in which discourses (here of wife-hood and nun-hood) shape the transition of Jain young women's bodies into the expected bodies (wives). The acceptance of the performative nature of the body among Jains allows us to examine the ways that Jain young women negotiate the seemingly contradictory discourses of wife-hood and nun-hood into bodies constitutive of both. Body practices suggest ways to explore the intersection of competing discourses and to destabilize the boundaries between them. In the Candanbālā Fast, Jain ritualized hair practices manifest the bodies (shaved nun and the luxurious long-haired bride) more overtly and the focus on the reiteration of the presence and discourse of loose, lovely hair enables these young women to negotiate the terrain of these seeming poles while maintaining the stated virtue of the celibate nun and the promise of the sexual and fertile wife.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.10.001,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-39,Jain discourse on the body provide we with an opportunity to examine complex choreography of ritual act which materialize the Jain body the incipient moment of move into womanhood be a key place for the materialization of wifely body in order to understand this materialization we must consider the way in which discourse here of wife hood and nun hood shape the transition of Jain young woman s body into the expect body wife the acceptance of the performative nature of the body among Jains allow we to examine the way that Jain young woman negotiate the seemingly contradictory discourse of wife hood and nun hood into body constitutive of both body practice suggest way to explore the intersection of compete discourse and to destabilize the boundary between they in the Candanbālā Fast Jain ritualize hair practice manifest the body shave nun and the luxurious long haired bride more overtly and the focus on the reiteration of the presence and discourse of loose lovely hair enable these young woman to negotiate the terrain of these seem pole while maintain the state virtue of the celibate nun and the promise of the sexual and fertile wife 
362,Mizuko kuyō in the abortion cultural wars: The rhetorical appropriation of Japanese Buddhism by non-Buddhist Americans,"Mizuko kuyō, the popular Japanese Buddhist memorial service for aborted fetuses, has been increasingly appropriated by both sides of the contentious American abortion debate. In the wake of exposure to the idea of mizuko kuyō, both pro-life and pro-choice Buddhist appropriators resort to discussions of the ritual because they feel it helps them strengthen the weaknesses of their own sides and undermine the positions of their opponents. Prolife Americans use mizuko kuyō to prove that they care about women, not just fetuses, and that their convictions do not arise simply out of private religious feelings but objective psychological and medical facts. Pro-choice Americans, on the other hand, use mizuko kuyō to demonstrate that they care about families and children, not just women, and that they are sensitive not only to the secular but also the religious aspects of life and abortion. In the process, pro-life Christians, who seem to be primarily motivated by their exclusivist and authoritarian Biblical convictions, turn for support to a non-theistic religion they otherwise oppose; pro-choice feminists, who seem to have chiefly secular reasons for supporting abortion rights, turn for support to a supernatural entity and his retinue of angry fetal ghosts",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.05.006,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-39,Mizuko kuyō the popular japanese buddhist memorial service for aborted fetus have be increasingly appropriate by both side of the contentious american abortion debate in the wake of exposure to the idea of mizuko kuyō both pro life and pro choice buddhist appropriator resort to discussion of the ritual because they feel it help they strengthen the weakness of their own side and undermine the position of their opponent prolife Americans use mizuko kuyō to prove that they care about woman not just fetus and that their conviction do not arise simply out of private religious feeling but objective psychological and medical fact pro choice Americans on the other hand use mizuko kuyō to demonstrate that they care about family and child not just woman and that they be sensitive not only to the secular but also the religious aspect of life and abortion in the process pro life Christians who seem to be primarily motivate by their exclusivist and authoritarian biblical conviction turn for support to a non theistic religion they otherwise oppose pro choice feminist who seem to have chiefly secular reason for support abortion right turn for support to a supernatural entity and his retinue of angry fetal ghost
363,The paradox of healing pain,"Pain may be seen as a problem to be healed or as a means for healing. The secular biomedical view of pain is that it is to be avoided and alleviated; its only meaning is as a symptom of underlying disease. In contrast, there have been throughout history other views of sufferingdas redemptive or as transformative, for example. This paper considers the disparity between these perspectives, examining the role of the emotions and the underlying neurobiological processes though which pain and suffering come to be experienced as meaningful, then analyzes interview material exploring how religion and religious beliefs help people cope with suffering or with pain. The experience of pain is subjective, enculturated experience; the meaning that pain or suffering holds within a given cultural context affects the experience of pain and suffering. In a context where pain and suffering are understood to be valuable, those experiences can be used for spiritual transformation and integrated within a meaningful identity. In contrast, in a context where pain and suffering are not understood to have value, that attitude can create more suffering, even in conditions meant to alleviate suffering, such as in biomedical situations.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.03.007,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-39,pain may be see as a problem to be heal or as a mean for healing the secular biomedical view of pain be that it be to be avoid and alleviate its only meaning be as a symptom of underlie disease in contrast there have be throughout history other view of sufferingdas redemptive or as transformative for example this paper consider the disparity between these perspective examine the role of the emotion and the underlie neurobiological process though which pain and suffering come to be experience as meaningful then analyze interview material explore how religion and religious belief help people cope with suffering or with pain the experience of pain be subjective enculturated experience the meaning that pain or suffering hold within a give cultural context affect the experience of pain and suffering in a context where pain and suffering be understand to be valuable those experience can be use for spiritual transformation and integrate within a meaningful identity in contrast in a context where pain and suffering be not understand to have value that attitude can create more suffering even in condition mean to alleviate suffering such as in biomedical situation 
364,New Testament studies in the 20th century,"Considered diachronically, NT studies in the twentieth century is a story of vigorous scholarship. Especially after World War II, there is increasing diversification in approach and in the makeup of scholars, with a noticeable shift of centre to English-speaking settings (especially North America), and greater involvement of Roman Catholic, Evangelical, and Jewish scholars, a growing prominence of women, and a proliferation of approaches.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.03.006,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-39,consider diachronically NT study in the twentieth century be a story of vigorous scholarship especially after World War II there be increase diversification in approach and in the makeup of scholar with a noticeable shift of centre to English speak setting especially North America and great involvement of Roman Catholic evangelical and jewish scholar a grow prominence of woman and a proliferation of approach 
365,Is Scripture the origin of the Halakhah?,"Scripture, in particular the Pentateuch, forms the natural starting point for any inquiry into origins in Judaism. The question answered here derives from a simple fact: the Pentateuch is privileged within the Rabbinic system, which links as much of the Halakhah to the Pentateuchal law codes as it possibly can. So it is quite natural to treat Scripture as the base-line and the Halakhic category-formations as the variable, in seeking the origin of the system. But what happens when we treat the system as the base-line and Scripture as the variable? Then we see that the Halakhic system viewed as a coherent statement does not originate in Scripture. Scripture is not the origin of the Halakhah. Why not? Because of this paradox: Scripture is necessary for the Halakhic system. But Scripture is insufficient for the Halakhic system. The Halakhic system is necessary for Scripture. The Halakhic system is sufficient without Scripture. It requires only Scripture's facts ‐ and these on their own form no system.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.03.001,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-39,scripture in particular the Pentateuch form the natural starting point for any inquiry into origin in Judaism the question answer here derive from a simple fact the Pentateuch be privileged within the rabbinic system which link as much of the Halakhah to the Pentateuchal law code as it possibly can so it be quite natural to treat scripture as the base line and the Halakhic category formation as the variable in seek the origin of the system but what happen when we treat the system as the base line and scripture as the variable then we see that the Halakhic system view as a coherent statement do not originate in scripture scripture be not the origin of the Halakhah why not because of this paradox scripture be necessary for the Halakhic system but scripture be insufficient for the Halakhic system the Halakhic system be necessary for scripture the Halakhic system be sufficient without scripture it require only Scripture s fact and these on their own form no system 
366,Richard Rorty and the pragmatic turn in the study of religion,"Recent interest in the pragmatic tradition draws much of its impetus fromthework of Richard Rorty and his critics. This paper argues that Rorty's late interest in religion derives from his abiding interests in American liberalism and not specifically from his Pragmatism. Students of religion, however, have much to learn from the pragmatic tradition and over the last 25 years work by Wayne Proudfoot, Jeffrey Stout, and others has been important in establishing a pluralist approach to the study of religion that avoids the pitfalls of foundationalism, essentialism, and dogmatism in understanding religion and religious phenomena. The continued pursuit of this approach, the essay concludes, will help students of religion avoid unnecessary worries about theories and methods.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.12.001,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-39,recent interest in the pragmatic tradition draw much of its impetus fromthework of Richard Rorty and his critic this paper argue that Rorty s late interest in religion derive from his abide interest in american liberalism and not specifically from his Pragmatism student of religion however have much to learn from the pragmatic tradition and over the last 25 year work by Wayne Proudfoot Jeffrey Stout and other have be important in establish a pluralist approach to the study of religion that avoid the pitfall of foundationalism essentialism and dogmatism in understand religion and religious phenomenon the continued pursuit of this approach the essay conclude will help student of religion avoid unnecessary worry about theory and method 
367,Symbols of Diaspora Jewish identity: An international survey and multi-dimensional analysis,"Symbols are important in representing religious and ethnic identity, particularly in the postmodern age. Using a case study of Jewish adolescents, this article explores the use of symbols in expressing identity. A structural typology of symbols is developed, based on responses to a list of 20 symbols of Jewish identity by over 40,000 Jewish youth from around the world, who were surveyed during educational tours to Israel. The multi-dimensional smallest space analysis (SSA) technique is used to develop the typology by graphically representing the correlations between the symbols. Symbols representing the struggle of the weak against the strong are at the core of the typology. This core is surrounded by sets of symbols related to religion, family, Israel, the Holocaust, justice, and contribution to world culture. A parallel centre‐periphery structure indicates that people are more central symbols than places or objects. Sub-populations of self-defined ``religious´´ and ``non-religious´´Jewish youth are compared in relation to this typology of symbols by introducing them into the SSA as ``external variables´´. Applications of the typology of symbols to other ethnic and religious groups are explored.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.03.010,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38,symbol be important in represent religious and ethnic identity particularly in the postmodern age use a case study of jewish adolescent this article explore the use of symbol in express identity a structural typology of symbol be develop base on response to a list of 20 symbol of jewish identity by over 40000 jewish youth from around the world who be survey during educational tour to Israel the multi dimensional small space analysis SSA technique be use to develop the typology by graphically represent the correlation between the symbol symbol represent the struggle of the weak against the strong be at the core of the typology this core be surround by set of symbol relate to religion family Israel the Holocaust justice and contribution to world culture a parallel centreperiphery structure indicate that people be more central symbol than place or object sub population of self define religious and non religiousjewish youth be compare in relation to this typology of symbol by introduce they into the SSA as external variable application of the typology of symbol to other ethnic and religious group be explore 
368,The study of religion(s) in Western Europe (II): Institutional developments after World War II,"This essay discusses main features and developments of the study of religion(s) inWestern Europe. It attempts a historical, geographical, and thematic synthesis. Part II sketches institutional developments after World War II in several countries and the emergence of professional associations (international as well as national). In the post World War II growth of the field, social-scientific approaches to the study of religion(s) became increasingly prominent. The article sketches the institutional developments and main scholarly concerns of the psychology, sociology, and anthropology of religions respectively. It then moves on to consider the Eranos conferences as a specific forum for scholarship. The final sections discuss religious changes in Western Europe and their reflections in the study of religion(s).",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.08.008,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38,this essay discuss main feature and development of the study of religions inWestern Europe it attempt a historical geographical and thematic synthesis part II sketch institutional development after World War II in several country and the emergence of professional association international as well as national in the post World War II growth of the field social scientific approach to the study of religions become increasingly prominent the article sketch the institutional development and main scholarly concern of the psychology sociology and anthropology of religion respectively it then move on to consider the Eranos conference as a specific forum for scholarship the final section discuss religious change in Western Europe and their reflection in the study of religions 
369,Prologue: Encounters with Mircea Eliade and his legacy for the 21st century,"To mark the centennial of Mircea Eliade, the articles in this special issue of Religion analyze various aspects of his life and his scholarship, and suggest what may be of value in Eliade's legacy for the study of religion in the 21st century. In my study, using one of Eliade's favorite terms, ‘the encounter,’ I suggest what my encounters with Eliade reveal about Eliade, his scholarship, and especially his legacy. By delineating and analyzing encounters that were remarkable, disturbing, complex, and contradictory, we may assess both strengths and weaknesses in Eliade's history and phenomenology of religion and what remains in Eliade's legacy that may be of value for the contemporary study of religion. Although Eliade's influence has certainly waned, my position is that there is much of value in his legacy, often in need of more critical reformulation, that offers a valuable critique of much of contemporary scholarship, provides valuable insights, and can serve as a catalyst allowing us to rethink our approaches to the study of religion.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.05.015,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38,to mark the centennial of Mircea Eliade the article in this special issue of Religion analyze various aspect of his life and his scholarship and suggest what may be of value in Eliade s legacy for the study of religion in the 21st century in my study use one of Eliade s favorite term the encounter I suggest what my encounter with eliade reveal about Eliade his scholarship and especially his legacy by delineate and analyze encounter that be remarkable disturbing complex and contradictory we may assess both strength and weakness in Eliade s history and phenomenology of religion and what remain in Eliade s legacy that may be of value for the contemporary study of religion although Eliade s influence have certainly wane my position be that there be much of value in his legacy often in need of more critical reformulation that offer a valuable critique of much of contemporary scholarship provide valuable insight and can serve as a catalyst allow we to rethink our approach to the study of religion 
370,Mircea Eliade: ‘Secular mysticism’ and the history of religions,"This essay considers the origins of theoretical understanding in lived experience and the implications this principle might have on our understanding of Mircea Eliade's approach to religion. It inspects possible sources of Eliade's theoretical understanding of religion in his descriptions of his lived experience and considers whether specifically ‘religious' experience would be most likely to be determinative. This necessitates some analysis of the relation of experience to expressions of that experience and of the iterations of the scholar using one to elucidate the other. It suggests that the scholar's own understanding must be open to transformation rather than automatically redescribing the expressions of subjects of research. The main claim of the article is that Eliade can be appropriately termed a ‘secular mystic’ because of the effective openness that he maintains to the transformative potential of the experience of the world of the other. The Eliadean identification of the sacred and the real, far from being a normative assumption, is a principle of hermeneutical openness, comparable in secular terms to openness to mystical experience.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.05.016,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38,this essay consider the origin of theoretical understanding in lived experience and the implication this principle might have on our understanding of Mircea Eliade s approach to religion it inspect possible source of Eliade s theoretical understanding of religion in his description of his live experience and consider whether specifically religious experience would be most likely to be determinative this necessitate some analysis of the relation of experience to expression of that experience and of the iteration of the scholar use one to elucidate the other it suggest that the scholar s own understanding must be open to transformation rather than automatically redescribe the expression of subject of research the main claim of the article be that Eliade can be appropriately term a secular mystic because of the effective openness that he maintain to the transformative potential of the experience of the world of the other the eliadean identification of the sacred and the real far from be a normative assumption be a principle of hermeneutical openness comparable in secular term to openness to mystical experience 
371,‘The Trojan horse of philosophia perennis’: Mircea Eliade's quest of spiritual transformation,This essay highlights one of Mircea Eliade's most important legacies to Religious Studies. The Romanian scholar never reduced the spiritual history of humankind to a mere socio-cultural construction. He defended his stance against the naturalist scholars and resisted the stream of ‘scientific atheism’ that is now towering above Religious Studies departments. The article also underlines Eliade's early intellectual influences and his idea of ‘creative hermeneutics’. I hope that this essay will contribute to a better understanding of Eliade's philosophical presuppositions.,https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.06.002,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38,this essay highlight one of Mircea Eliade s most important legacy to religious Studies the romanian scholar never reduce the spiritual history of humankind to a mere socio cultural construction he defend his stance against the naturalist scholar and resist the stream of scientific atheism that be now tower above Religious Studies department the article also underline Eliade s early intellectual influence and his idea of creative hermeneutic I hope that this essay will contribute to a well understanding of Eliade s philosophical presupposition 
372,Eliade on diplomatic service in London,"It was in England that Mircea Eliade started writing the volume which would be published nearly a decade later as Traite d’histoire des religions (Patterns in Comparative Religion), as attested by the book's Avant-propos de l’auteur, dated ‘Oxford 1940/Paris 1948.’ Eliade also states in his autobiography (1988, p. 84) that ‘I read, took notes, and elaborated a plan of a vast synthesis of the morphology and history of religions, a synthesis I had glimpsed instantaneously in an air raid shelter during an alarm.’ In order to recreate the historical and political environment in which Eliade conceived and began to write his fundamental theoretical book, I have sketched the history of Great Britain's early involvement in World War II, the dramatic political events in Romania during Eliade's diplomatic service in London, and the British government's intrigues that held him a virtual ‘captive’ from September 1940 to February 19411",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.05.017,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38,it be in England that Mircea Eliade start write the volume which would be publish nearly a decade later as Traite dhistoire des religion Patterns in Comparative Religion as attest by the book s avant propos de lauteur date Oxford 1940 Paris 1948 eliade also state in his autobiography 1988 p 84 that I read take note and elaborate a plan of a vast synthesis of the morphology and history of religion a synthesis I have glimpse instantaneously in an air raid shelter during an alarm in order to recreate the historical and political environment in which Eliade conceive and begin to write his fundamental theoretical book I have sketch the history of Great Britain s early involvement in World War II the dramatic political event in Romania during Eliade s diplomatic service in London and the british government s intrigue that hold he a virtual captive from September 1940 to February 19411
373,Illud tempus in Greek myth and ritual,"This article offers a re-examination of Eliade's classic theory of rituals as repetitions of archetypal events that once upon a time took place in illo tempore. I confront the theory with ancient Greek myths and rituals, showing that it does fit them to some extent, although it needs to be modified and further elaborated. The Greeks were acutely aware of the ambivalence of mythical time, and their rituals were not just meant to evoke it but to keep it off as well. In myth things typically go wrong, and the task of ritual is to correct them, repeating the archetypal mistake in a non-literal way that makes it possible to relate to the mythical while leaving it safely detached behind the boundaries of the civilized world. The Greek vision of primordial time does not necessarily contradict the myth-and-ritual pattern proposed by Eliade, but it is interesting in that it emphasizes certain features of primordiality downplayed by him, thus inviting us to reconsider the meaning of the whole conception. This is what I attempt in the second part of my paper, in which I set the problem of ritual repetition in a different methodological perspective, interpreting it in accordance with contemporary, structuralist approaches to the study of Greek religion.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.05.014,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38,this article offer a re examination of Eliade s classic theory of ritual as repetition of archetypal event that once upon a time take place in illo tempore I confront the theory with ancient greek myth and ritual show that it do fit they to some extent although it need to be modify and far elaborate the Greeks be acutely aware of the ambivalence of mythical time and their ritual be not just mean to evoke it but to keep it off as well in myth thing typically go wrong and the task of ritual be to correct they repeat the archetypal mistake in a non literal way that make it possible to relate to the mythical while leave it safely detach behind the boundary of the civilized world the greek vision of primordial time do not necessarily contradict the myth and ritual pattern propose by Eliade but it be interesting in that it emphasize certain feature of primordiality downplay by he thus invite we to reconsider the meaning of the whole conception this be what I attempt in the second part of my paper in which I set the problem of ritual repetition in a different methodological perspective interpret it in accordance with contemporary structuralist approach to the study of greek religion 
374,The notion of archetype in Eliade's writings,"The notion of archetype is of crucial importance in Eliade's historical-religious perspective, although he never provides a clear definition. The aim of this paper is to discuss the origins of the notion of archetype and clarify its meanings. Starting from the first occurrences of the term ‘archetype’ in 1937, and taking into account the issue of the relations of the Eliadean archetype with those of C.G. Jung, K. Kerenyi, A.K. Coomaraswamy and E. D’Ors, three meanings of the notion of ‘archetype’ can be identified in his works, where it is used systematically since 1942. The first of these three meanings is the ‘descriptive’ meaning (the archetype as the expression of an ‘archaic ontology’, possessing a ‘Platonic structure’); the second is the ‘existential’ meaning (the archetype as a consequence of boundary situations that a human being discovers at the moment of reaching an awareness of his or her own position in the universe); the third is the ‘morphological’ meaning (the archetype as a structural and structuring element of the religious phenomenon). In order to understand the third concept, it is necessary to address the problem of the relation between Eliade's concept, J.W. Goethe's morphology and E. Husserl's philosophical phenomenology.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.07.001,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38,the notion of archetype be of crucial importance in Eliade s historical religious perspective although he never provide a clear definition the aim of this paper be to discuss the origin of the notion of archetype and clarify its meaning start from the first occurrence of the term archetype in 1937 and take into account the issue of the relation of the eliadean archetype with those of CG Jung K Kerenyi AK Coomaraswamy and E DOrs three meaning of the notion of archetype can be identify in his work where it be use systematically since 1942 the first of these three meaning be the descriptive meaning the archetype as the expression of an archaic ontology possess a platonic structure the second be the existential meaning the archetype as a consequence of boundary situation that a human being discover at the moment of reach an awareness of his or her own position in the universe the third be the morphological meaning the archetype as a structural and structure element of the religious phenomenon in order to understand the third concept it be necessary to address the problem of the relation between Eliade s concept JW Goethe s morphology and E Husserl s philosophical phenomenology 
375,"Rereading Mircea Eliade's Youth Without Youth, a story of suspicion and camouflage","The article argues that Mircea Eliade's 1976 novella Youth Without Youth (which has been recently turned into a film by Francis Ford Coppola) offers an intriguing literary illustration of the concept of ‘camouflage’ so prominent in Eliade's scholarly writings. Youth Without Youth, revolving around the paradoxes of aging and of (biological) time, develops as a fantastic reverie, a mysterious gnostic parable under the appearances of a work of science fiction, and ultimately becomes a sort of rebus, made up of a large number of suggested enigmas within enigmas. It is, at the same time, an opportunity for the author to revisit phantasmatically a dramatic period of his life ‐ the year 1938. Historical reality becomes fantastic, charged with symbols and riddles. The Eliadean dialectic between the sacred and the profane is interestingly doubled in this story by a dialectic between spying and hiding, surveillance and escape, suspicion and camouflage.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.05.013,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38,the article argue that Mircea Eliade s 1976 novella Youth without Youth which have be recently turn into a film by Francis Ford Coppola offer an intriguing literary illustration of the concept of camouflage so prominent in Eliade s scholarly writing Youth without Youth revolve around the paradox of aging and of biological time develop as a fantastic reverie a mysterious gnostic parable under the appearance of a work of science fiction and ultimately become a sort of rebus make up of a large number of suggest enigma within enigma it be at the same time an opportunity for the author to revisit phantasmatically a dramatic period of his life the year 1938 historical reality become fantastic charge with symbol and riddle the eliadean dialectic between the sacred and the profane be interestingly double in this story by a dialectic between spying and hiding surveillance and escape suspicion and camouflage 
376,Hinduism and cyberspace,"Hinduism is thriving in cyberspace. In this article I consider the suitability of this environment for Hinduism. This can indicate both whether various forms of Hindu religious expression online are valid and whether Hinduism needs to undergo any radical changes as a result of its presence in cyberspace. In order to investigate this issue I consider the nature of cyberspace and then discuss a number of key aspects of Hinduism in the light of this. I conclude that, overall, cyberspace appears to be a highly suitable environment for Hinduism.",https://www.tandfonline.com/doi/abs/10.1016/j.religion.2008.01.008,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-38,Hinduism be thrive in cyberspace in this article I consider the suitability of this environment for Hinduism this can indicate both whether various form of hindu religious expression online be valid and whether Hinduism need to undergo any radical change as a result of its presence in cyberspace in order to investigate this issue I consider the nature of cyberspace and then discuss a number of key aspect of Hinduism in the light of this I conclude that overall cyberspace appear to be a highly suitable environment for Hinduism 
